1,-1,1812.6632,767.84393,222.25159,117.6405,0.8825,4,-1,-1
1,-1,1193.604,738.3505,248.26636,157.99841,0.7498,4,-1,-1
2,-1,1599.1819,660.55817,201.19958,111.284546,0.6551,4,-1,-1
2,-1,1273.3098,736.4818,213.54309,159.03717,0.6176,4,-1,-1
3,-1,1263.7452,735.4198,235.48206,177.5954,0.625,4,-1,-1
4,-1,1266.1616,736.4426,219.21936,161.36133,0.633,4,-1,-1
5,-1,1263.3695,734.9612,221.00574,161.32977,0.6449,4,-1,-1
6,-1,1506.7993,632.4191,233.36963,113.80731,0.6513,4,-1,-1
6,-1,1266.0361,733.7027,215.7461,161.48486,0.642,4,-1,-1
7,-1,1270.637,736.32153,223.8357,174.55267,0.6025,4,-1,-1
9,-1,1264.0164,731.18665,218.30115,163.67072,0.6524,4,-1,-1
14,-1,1285.6614,736.70624,237.67297,159.92786,0.6218,4,-1,-1
17,-1,1330.7001,730.4778,219.0968,164.72491,0.6004,4,-1,-1
38,-1,1356.1736,742.5897,222.44592,186.47046,0.6318,4,-1,-1
49,-1,1387.4767,759.2971,222.24524,172.27502,0.6178,4,-1,-1
50,-1,1379.9554,760.1797,226.73145,174.10095,0.6901,4,-1,-1
75,-1,1357.3778,899.6493,225.67358,196.62158,0.6748,4,-1,-1
76,-1,1357.5212,909.96094,232.74622,198.97144,0.708,4,-1,-1
90,-1,1585.8281,1076.0851,271.0719,237.05908,0.6058,4,-1,-1
95,-1,1593.9463,1174.5991,293.7174,255.67847,0.6497,4,-1,-1
97,-1,1606.8707,1208.4128,292.29565,268.71338,0.7202,4,-1,-1
98,-1,1627.6252,1233.953,284.30078,271.84546,0.7423,4,-1,-1
100,-1,1655.3452,1269.797,336.2821,256.9547,0.7399,4,-1,-1
101,-1,1663.6266,1295.1227,343.91504,233.76086,0.7346,4,-1,-1
101,-1,619.0668,718.7347,141.15509,153.32208,0.6702,4,-1,-1
105,-1,680.4378,709.4503,150.83698,153.82428,0.6077,4,-1,-1
111,-1,1000.0311,1099.5831,244.9707,208.40808,0.7233,4,-1,-1
111,-1,1356.0233,805.40845,150.05127,156.07825,0.6435,4,-1,-1
113,-1,1549.2517,873.71277,270.9541,233.8573,0.672,4,-1,-1
113,-1,676.27527,697.04065,183.3529,157.39276,0.6629,4,-1,-1
113,-1,955.32135,1132.6508,233.18292,165.55835,0.6009,4,-1,-1
114,-1,1327.554,828.2588,158.4043,178.80634,0.6185,4,-1,-1
115,-1,1315.3641,840.9188,164.22241,172.29504,0.7441,4,-1,-1
115,-1,833.0054,1162.4965,294.3175,245.34021,0.6171,4,-1,-1
116,-1,760.7904,1192.6403,327.9651,254.96655,0.7174,4,-1,-1
117,-1,729.4119,1210.6938,308.9428,236.83887,0.7992,4,-1,-1
118,-1,673.1502,1220.3132,320.4851,242.6289,0.818,4,-1,-1
119,-1,608.99445,1233.0668,335.1834,261.15735,0.7951,4,-1,-1
119,-1,1511.7308,917.54736,243.23352,222.87,0.6525,4,-1,-1
119,-1,1281.3552,868.1673,158.42957,158.53851,0.6121,4,-1,-1
120,-1,564.64307,1254.368,329.25372,242.61108,0.8014,4,-1,-1
121,-1,517.69977,1259.9473,351.24695,250.99866,0.7143,4,-1,-1
121,-1,604.8775,699.05164,183.14978,160.19019,0.6201,4,-1,-1
122,-1,451.80893,1275.4911,385.06802,240.67859,0.7595,4,-1,-1
122,-1,1526.41,968.5189,209.56555,213.86743,0.6936,4,-1,-1
122,-1,600.0965,694.7426,191.04974,163.4555,0.6787,4,-1,-1
123,-1,1523.8833,964.62036,213.47363,214.83887,0.7198,4,-1,-1
123,-1,598.9302,691.54926,187.9654,163.33209,0.6929,4,-1,-1
123,-1,438.2703,1287.8788,350.32535,233.66724,0.6312,4,-1,-1
124,-1,595.55334,693.1406,191.7027,164.4784,0.6621,4,-1,-1
124,-1,1505.2483,994.4733,235.90967,214.9549,0.6269,4,-1,-1
125,-1,1270.0656,942.8472,154.48938,177.52802,0.6936,4,-1,-1
125,-1,1497.2441,995.02216,240.99829,225.16168,0.6901,4,-1,-1
125,-1,564.09814,709.82117,218.44171,162.20685,0.6385,4,-1,-1
126,-1,1262.6036,953.0943,154.87146,172.56793,0.6903,4,-1,-1
126,-1,556.2364,708.4279,215.1278,165.93683,0.6167,4,-1,-1
127,-1,1238.8733,971.57874,178.95679,192.06592,0.6053,4,-1,-1
128,-1,241.84383,1387.2786,268.74475,133.38147,0.6147,4,-1,-1
129,-1,530.64764,702.04663,204.93866,157.62756,0.604,4,-1,-1
130,-1,1234.1658,1019.4581,164.44922,185.2002,0.6358,4,-1,-1
133,-1,1213.632,1062.9224,145.74438,196.16064,0.6296,4,-1,-1
133,-1,503.5302,717.5398,229.41315,152.02844,0.6013,4,-1,-1
134,-1,486.14502,706.66516,227.28387,164.5318,0.7071,4,-1,-1
134,-1,1193.8792,1068.4913,165.10583,211.43066,0.6912,4,-1,-1
134,-1,1448.7538,1093.7548,214.43018,245.48291,0.6076,4,-1,-1
135,-1,480.87735,707.8342,222.63754,158.96478,0.629,4,-1,-1
135,-1,1182.099,1093.7534,165.28003,212.79443,0.6064,4,-1,-1
140,-1,1128.7896,1202.4539,190.08386,253.95789,0.6001,4,-1,-1
141,-1,1123.1989,1221.7479,187.22705,247.26428,0.6211,4,-1,-1
