34,-1,561.3725,297.439,138.85577,109.94583,0.6275,4,-1,-1
35,-1,548.24976,305.34167,142.8598,103.49185,0.6747,4,-1,-1
36,-1,539.8904,307.91815,149.76953,104.22632,0.6052,4,-1,-1
38,-1,525.1364,315.19986,140.0777,94.99533,0.6784,4,-1,-1
51,-1,1724.4812,656.5472,140.44446,109.10663,0.6059,4,-1,-1
97,-1,1737.3281,655.56647,138.76465,113.62506,0.6045,4,-1,-1
114,-1,1674.8833,661.02094,156.6001,103.99951,0.6032,4,-1,-1
115,-1,1672.0972,661.5329,156.38574,106.63464,0.6061,4,-1,-1
116,-1,1676.1411,660.4381,151.00647,106.54889,0.6003,4,-1,-1
117,-1,1675.466,659.8623,155.51184,107.247986,0.6523,4,-1,-1
121,-1,1675.7854,658.81476,152.02979,108.90106,0.6272,4,-1,-1
122,-1,1677.2067,659.08075,154.09827,109.23657,0.634,4,-1,-1
123,-1,1678.49,660.10516,151.32263,110.00659,0.6306,4,-1,-1
125,-1,1678.4043,661.24817,151.14294,109.433105,0.6423,4,-1,-1
126,-1,1681.1946,661.7897,155.62988,108.909485,0.6193,4,-1,-1
127,-1,1682.9897,660.2152,149.46838,108.39337,0.7072,4,-1,-1
128,-1,1681.3213,659.5632,144.55896,112.76886,0.6553,4,-1,-1
131,-1,1684.145,660.909,149.73877,112.45978,0.6108,4,-1,-1
132,-1,1683.547,661.18616,142.95508,111.48651,0.6295,4,-1,-1
133,-1,1687.478,660.5697,146.13892,110.70343,0.644,4,-1,-1
134,-1,1687.6952,661.38086,148.25903,111.29584,0.6111,4,-1,-1
135,-1,1690.3383,661.7129,148.99377,111.23352,0.6503,4,-1,-1
136,-1,1686.7899,661.36066,149.75232,113.52374,0.6566,4,-1,-1
137,-1,1687.0657,660.60205,144.26697,112.014465,0.7057,4,-1,-1
138,-1,1689.7976,661.1303,151.06519,113.0473,0.6799,4,-1,-1
139,-1,1694.7493,661.40045,148.09558,110.82709,0.6973,4,-1,-1
140,-1,1717.7336,654.95,165.1853,120.66327,0.663,4,-1,-1
141,-1,1696.8589,661.75916,141.37842,110.53131,0.6765,4,-1,-1
142,-1,1694.7048,659.7353,132.12915,109.87659,0.7209,4,-1,-1
143,-1,1695.2067,657.9825,130.68127,110.01172,0.729,4,-1,-1
144,-1,1695.1018,659.2086,137.63281,109.53766,0.73,4,-1,-1
145,-1,1691.9503,658.093,142.5199,112.83234,0.7552,4,-1,-1
146,-1,1693.2047,656.577,133.79126,112.06793,0.7446,4,-1,-1
147,-1,1696.825,676.1682,128.29492,113.338806,0.829,4,-1,-1
148,-1,1698.8417,722.90436,132.67358,122.56091,0.805,4,-1,-1
148,-1,844.324,603.9986,60.424927,128.22125,0.6556,4,-1,-1
149,-1,847.83405,611.06335,61.854126,123.29913,0.7247,4,-1,-1
149,-1,1689.4615,787.89026,134.79248,132.35236,0.7008,4,-1,-1
150,-1,851.5045,613.03235,65.257324,122.99817,0.7294,4,-1,-1
150,-1,1673.5459,881.27747,136.06726,143.47058,0.7086,4,-1,-1
150,-1,120.468925,224.31512,158.54126,87.46814,0.6096,4,-1,-1
151,-1,847.37445,617.1337,79.737305,123.40173,0.8395,4,-1,-1
151,-1,976.33325,215.8336,83.17822,121.663315,0.6599,4,-1,-1
151,-1,181.44661,142.7908,147.76677,91.41997,0.6058,4,-1,-1
152,-1,848.8711,620.4144,86.95734,116.72858,0.763,4,-1,-1
152,-1,1020.1696,244.46278,94.710266,120.46953,0.7042,4,-1,-1
152,-1,260.69138,65.21214,138.51752,91.95776,0.6438,4,-1,-1
153,-1,1289.0768,153.79156,102.62512,113.90665,0.7746,4,-1,-1
153,-1,845.6827,622.3692,96.85773,114.025085,0.6527,4,-1,-1
153,-1,1155.7067,397.4587,83.17554,99.368744,0.6394,4,-1,-1
