1,-1,1524.8911,836.58704,243.4596,126.53247,0.9076,4,-1,-1
1,-1,812.6984,758.3595,139.81964,154.14178,0.8295,4,-1,-1
2,-1,1492.2911,823.36414,230.35938,129.92084,0.9102,4,-1,-1
2,-1,822.45807,747.22107,137.51294,147.38342,0.7862,4,-1,-1
3,-1,1462.9863,808.0772,227.27649,142.11145,0.791,4,-1,-1
3,-1,823.13055,737.6366,130.83209,144.7315,0.7625,4,-1,-1
4,-1,1418.3625,800.3989,223.33301,134.66864,0.8702,4,-1,-1
4,-1,829.48773,738.40753,122.81085,132.37482,0.7573,4,-1,-1
4,-1,15.22603,580.6469,212.70486,80.131836,0.6268,4,-1,-1
5,-1,831.9805,727.18823,124.1723,123.23999,0.8636,4,-1,-1
5,-1,1394.7244,793.5765,222.33118,127.335754,0.8559,4,-1,-1
6,-1,1355.6018,786.74005,225.70703,128.54645,0.8086,4,-1,-1
6,-1,834.28357,713.50555,125.75781,127.23627,0.7058,4,-1,-1
7,-1,1340.3309,777.49335,202.63428,125.89209,0.9297,4,-1,-1
8,-1,1317.0442,771.1923,194.9768,122.963196,0.8017,4,-1,-1
9,-1,1292.3922,762.8509,196.28552,120.37744,0.9111,4,-1,-1
10,-1,1279.173,755.43134,187.81738,122.94684,0.8831,4,-1,-1
11,-1,1257.0603,746.9318,177.31763,119.98584,0.9287,4,-1,-1
12,-1,1231.0634,733.66724,179.98389,127.79932,0.783,4,-1,-1
13,-1,1211.8413,730.5913,182.04614,122.22974,0.9077,4,-1,-1
14,-1,1186.0165,725.13696,177.38367,115.936646,0.8384,4,-1,-1
14,-1,590.25116,676.27423,112.1756,100.46332,0.628,4,-1,-1
15,-1,1174.8882,718.97394,169.57068,112.87262,0.8071,4,-1,-1
15,-1,589.3755,682.75104,110.61328,103.880554,0.64,4,-1,-1
16,-1,1145.3411,710.88934,180.83643,115.4093,0.9092,4,-1,-1
17,-1,1129.7212,702.7923,174.03748,113.114746,0.8323,4,-1,-1
18,-1,1124.1498,701.024,165.52551,110.51105,0.8804,4,-1,-1
18,-1,582.23615,708.9111,116.88788,104.92792,0.6448,4,-1,-1
19,-1,1112.3918,693.70654,155.34033,107.1745,0.8688,4,-1,-1
19,-1,582.00183,709.5322,119.64801,108.62201,0.6309,4,-1,-1
20,-1,572.1766,716.6691,123.42285,114.71631,0.771,4,-1,-1
20,-1,1084.454,685.1932,167.4978,109.36493,0.7278,4,-1,-1
21,-1,573.86957,722.1649,124.154236,117.09296,0.8076,4,-1,-1
21,-1,1079.4019,682.96454,161.07495,104.97882,0.7477,4,-1,-1
22,-1,573.71936,728.6674,118.60925,119.79126,0.894,4,-1,-1
22,-1,1070.4867,678.5567,153.29614,99.28125,0.8913,4,-1,-1
23,-1,562.5201,749.39166,129.99445,115.622925,0.7246,4,-1,-1
23,-1,1064.5763,671.53204,144.38623,95.43231,0.7148,4,-1,-1
24,-1,561.4307,743.8187,133.67761,128.25555,0.8893,4,-1,-1
25,-1,558.6491,740.9205,128.28546,144.29681,0.9341,4,-1,-1
25,-1,476.63632,581.45526,130.03708,106.59137,0.6416,4,-1,-1
26,-1,554.86053,763.391,136.47632,142.74762,0.7596,4,-1,-1
26,-1,470.53265,588.63763,126.3855,98.67108,0.7266,4,-1,-1
26,-1,1035.457,658.8592,131.77515,87.83826,0.7019,4,-1,-1
27,-1,552.1221,755.43774,140.15808,156.26483,0.8709,4,-1,-1
27,-1,460.4231,591.1894,125.75183,101.58734,0.6755,4,-1,-1
28,-1,548.8262,758.16675,136.40405,164.5564,0.8605,4,-1,-1
28,-1,449.0546,593.81366,128.5679,101.94031,0.6542,4,-1,-1
29,-1,533.2475,779.93463,152.56079,162.58691,0.6548,4,-1,-1
29,-1,448.8832,597.72925,132.07932,110.589355,0.6445,4,-1,-1
30,-1,530.2388,789.2656,150.07642,155.80768,0.7825,4,-1,-1
31,-1,517.5287,795.93695,157.72119,173.64856,0.8126,4,-1,-1
31,-1,428.59418,606.6479,131.48132,106.477844,0.6219,4,-1,-1
